id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32204052,Camera famigliare con Balcone _ Rosa Garden B&B,241657269,Saif,Terraferma,Piave 1860,45.48502,12.23215,Private room,999,1,1,2019-04-05,0.81,3,288
32206399,"Venetian Cottage ""La Casetta""",141994095,Matteo,Isole,Dorsoduro,45.43594,12.32157,Entire home/apt,160,3,5,2019-05-04,5,1,0
32209238,The Academy Female Dorm,241692942,The Academy,Isole,San Marco,45.43392,12.33081,Shared room,37,1,2,2019-03-24,0.76,2,44
32213793,ROUSSEAU'S APARTMENT SUPER ATTIC GREAT VIEW,239129300,Alessandro,Isole,Cannaregio,45.44509,12.32197,Entire home/apt,999,1,6,2019-04-16,2.14,1,130
32229245,10 MINUTES TO VENICE,14357135,Rent It Venice,Terraferma,Marghera,45.48007,12.23011,Entire home/apt,50,1,2,2019-03-24,0.82,93,107
32230278,Sole&Luna Residence Design,236232387,Francesco,Isole,Dorsoduro,45.43193,12.32603,Entire home/apt,319,2,2,2019-04-21,0.86,3,142
32232290,Ca' Luna Residence Design,236232387,Francesco,Isole,Dorsoduro,45.43203,12.32596,Entire home/apt,252,2,0,,,3,187
32233510,2 Steps to Beach and Vaporetto and Terrace,139627704,Giusy & Fabrizio,Isole,Lido,45.41609,12.37403,Entire home/apt,80,3,1,2019-05-04,1,13,151
32234113,Corner Palace Venetian Style (6 people),2634978,City Apartments,Isole,San Polo,45.43763,12.3294,Entire home/apt,145,2,1,2019-02-17,0.36,109,51
32236160,CA' GIULIA APARTMENT VENICE,5862083,Silvia,Isole,Santa Croce,45.44072,12.32867,Entire home/apt,123,1,1,2019-04-09,0.91,25,251
32239369,Stanza con bagno privato a 10 min. da Venezia,170924538,Susanna,Terraferma,Zona Commerciale via Torino,45.4813,12.25565,Private room,37,2,5,2019-04-28,1.81,2,37
32239702,Single room in Miramare apartment,2918481,Alessandra,Isole,Lido,45.40152,12.36269,Private room,45,2,0,,,2,65
32241178,MODERN FLAT IN SAN MARCO 2ND,401113,Cristina,Isole,San Marco,45.43499,12.33551,Entire home/apt,260,2,2,2019-04-02,1.40,10,242
32241535,MODERN FLAT IN SAN MARCO - 3RD,401113,Cristina,Isole,San Marco,45.43333,12.33483,Entire home/apt,300,2,0,,,10,271
32248649,Small apt residential area handy to airport-Venice,242029396,Rossella,Terraferma,Favaro,45.5037,12.27463,Entire home/apt,37,2,1,2019-05-03,1,1,259
32249176,Ca' Rina,22940319,Your Holiday,Isole,Castello,45.4362,12.34501,Entire home/apt,100,1,8,2019-05-05,3.43,12,134
32250707,Venice/ central studio with private terrace,231775592,Judite,Isole,Cannaregio,45.44505,12.3183,Entire home/apt,64,2,6,2019-04-26,2.57,5,164
32250881,Loretta's Home: free Parking-wifi-10 min to Venice,133690220,Silvia-Carlo,Terraferma,Piave 1860,45.48527,12.24163,Entire home/apt,120,1,12,2019-05-11,4.39,20,254
32251017,CA' STEFANIA APARTMENT VENICE,5862083,Silvia,Isole,Castello,45.43267,12.35489,Entire home/apt,120,1,0,,,25,204
32251435,Venice/ Spacious and bright apartment,231775592,Judite,Isole,Cannaregio,45.4451,12.31884,Entire home/apt,81,2,8,2019-04-27,3.24,5,166
32251649,Romantic Apartment Ca' D'Oro - 5' from Rialto,198372304,Alessandro,Isole,Cannaregio,45.44258,12.337,Entire home/apt,139,2,4,2019-04-30,4,2,117
32252273,Casa Madda a Castello Centro Storico Venezia,239494912,Maddalena E Valentina,Isole,Castello,45.43736,12.34994,Entire home/apt,89,2,19,2019-05-06,7.12,1,123
32252303,BEAUTIFUL LOFT IN THE HEART OF VENICE,231775592,Judite,Isole,Cannaregio,45.44507,12.31892,Entire home/apt,85,2,8,2019-05-06,3.43,5,158
32268739,"Venezia, Vaporetto & Connection to everything",241219411,Marco,Isole,Santa Croce,45.43753,12.31853,Entire home/apt,150,3,3,2019-05-06,1.43,2,246
32273626,Venice bnb,239566408,Venice,Terraferma,Piave 1860,45.48441,12.23644,Private room,49,1,7,2019-05-02,2.73,1,161
32276185,pernottamento da international b&b Venezia,239045362,Kamal,Terraferma,Piave 1860,45.48427,12.22973,Private room,39,1,1,2019-02-14,0.34,2,255
32276647,The Academy  Mixed Dorm,241692942,The Academy,Isole,San Marco,45.43401,12.32875,Shared room,30,1,5,2019-04-08,2.46,2,43
32276749,AI FRADEI boutique apartament,47967886,Barnaba,Isole,San Polo,45.43789,12.33183,Entire home/apt,149,2,1,2019-04-09,0.91,2,303
32277009,Appartamento ca' ARiANna,242230030,Michela,Terraferma,Campalto Cimitero,45.48862,12.30295,Entire home/apt,90,1,7,2019-05-07,2.69,1,300
32279878,Classic apartment 15 minutes from Venice,60774416,Giovan Battista,Terraferma,Piave 1860,45.48654,12.23297,Entire home/apt,120,2,6,2019-05-05,4.50,1,333
32281593,L’angolo segreto - your lovely home in Venice,20256309,Giulia,Isole,Cannaregio,45.44568,12.3214,Entire home/apt,98,3,6,2019-05-05,2.69,1,46
32281743,Coriandolo 1 bedroom,94193482,Valeria,Isole,San Polo,45.43634,12.32704,Entire home/apt,390,2,1,2019-05-01,1,10,152
32287004,TERRASSE - VUE IMPRENABLE. Au coeur de Venise,10260050,Pierre Marie,Isole,Castello,45.43518,12.35695,Entire home/apt,390,3,0,,,1,183
32297810,Giorgione room,197975616,Olga,Isole,Castello,45.432,12.35236,Private room,75,1,1,2019-04-18,1,3,284
32298521,Residence canal view - Biennale,179298782,Sabrina,Isole,Castello,45.43398,12.35738,Entire home/apt,300,2,0,,,24,346
32298571,Ca' Lunetta - 5' from St. Mark Square,242451356,Lara,Isole,Castello,45.43648,12.33925,Entire home/apt,149,2,7,2019-05-02,3.00,1,138
32298943,Fontego House ✧ Live a great experience!,241894873,Luisa,Isole,Castello,45.43601,12.34196,Entire home/apt,90,1,4,2019-04-21,1.71,1,217
32299117,Cannaregio - Large flat 2 bedrooms/2 bathrooms,179326998,Marta & Chiara,Isole,Cannaregio,45.44285,12.32203,Entire home/apt,180,2,5,2019-05-04,2.17,28,250
32299617,Canal view near the Guggenheim-Dorsoduro,179326998,Marta & Chiara,Isole,Dorsoduro,45.42953,12.32846,Entire home/apt,140,2,3,2019-05-03,1.29,28,255
32301165,GREEN VENICE II APARTMENT,168396296,Christian,Terraferma,Piave 1860,45.48666,12.23502,Entire home/apt,48,2,5,2019-05-03,2.11,3,186
32301497,Ca' Del Fontego - LUXURY ON GRAND CANAL,5618111,EasySuite,Isole,Santa Croce,45.44169,12.32769,Entire home/apt,189,2,1,2019-04-24,1,43,312
32311075,Al Ghetto Venezia,242557387,Gianno,Isole,Cannaregio,45.44771,12.32628,Private room,120,1,17,2019-04-06,6.00,1,336
32312902,"Ca Patricia, luxury apartment near San Marco",242543989,Patricia & Marc,Isole,Castello,45.43777,12.34488,Entire home/apt,190,2,5,2019-04-25,5,1,280
32322762,Ca' Alberto Apartment 1,46904188,Mirco Optyflat,Isole,Castello,45.43747,12.34063,Entire home/apt,120,3,0,,,41,350
32323055,Ca' Alberto Apartments 2,46904188,Mirco Optyflat,Isole,Castello,45.43693,12.33907,Entire home/apt,120,3,0,,,41,350
32323113,Cheerful apartment with cosy garden - Venice,242668291,Darren,Terraferma,San Lorenzo XXV Aprile,45.49396,12.22905,Entire home/apt,65,1,0,,,1,304
32331811,"Apartment. Super view on Saint Mark bay, A/C",5182839,Riccardo,Isole,Lido,45.41543,12.36698,Entire home/apt,90,2,0,,,3,125
32346572,Calle del Forno Apartment,242868135,Francesca,Isole,Cannaregio,45.44591,12.32862,Entire home/apt,89,2,6,2019-05-08,5.00,3,214
32348341,Sunrise Apartment in Giudecca,242868135,Francesca,Isole,Giudecca,45.42381,12.32844,Entire home/apt,129,2,0,,,3,0
32350129,2 Camere - 2 Bagni Privati - Centro Mestre,17286554,Andrea,Terraferma,San Lorenzo XXV Aprile,45.49494,12.23444,Private room,88,2,0,,,5,327
32351869,Bella Venezia,241514204,Shah,Isole,Santa Croce,45.43683,12.32228,Entire home/apt,79,1,13,2019-05-03,7.09,2,316
32356654,Gio’s House,241299390,Gioela,Isole,Santa Croce,45.43933,12.3299,Shared room,190,1,0,,,3,170
32358526,Ca' Badoer - San Rocco,108848739,Pietro,Isole,Dorsoduro,45.43529,12.32398,Entire home/apt,120,2,12,2019-05-07,5.63,5,113
32364252,Mezzanino 4438,243009673,Paola,Isole,Cannaregio,45.44163,12.33587,Entire home/apt,350,2,7,2019-04-20,2.73,2,60
32372918,Sky-Silver Apartment in Rialto,29706566,Margherita & Valentina,Isole,Santa Croce,45.43949,12.3313,Entire home/apt,250,2,3,2019-04-28,1.73,8,320
32373678,W Venezia 1,1719616,Biancamaria,Isole,Santa Croce,45.43945,12.32726,Entire home/apt,200,3,0,,,1,364
32374623,Ca' del Genovese,243093808,Alberto,Terraferma,San Lorenzo XXV Aprile,45.49555,12.23634,Entire home/apt,58,2,0,,,1,90
32390042,Sant' Elena Holiday House. 5min far from Biennale,52208767,Lorenzo,Isole,Sant'Elena,45.42763,12.36118,Entire home/apt,85,2,6,2019-04-28,2.57,2,154
32390923,Appartamento silenzioso  confortevole con WIFI,243234944,Benedetta,Isole,Santa Croce,45.44103,12.32884,Entire home/apt,100,3,2,2019-05-04,1.76,1,153
32391564,Apartment Zanardi 2nd floor with great terrace:Sky,243239066,Andrea,Isole,Cannaregio,45.44182,12.33741,Entire home/apt,150,2,2,2019-04-26,2,2,254
32392807,Apartment Zanardi 1° floor with terrace : Liberty,243239066,Andrea,Isole,Cannaregio,45.4419,12.33669,Entire home/apt,200,2,1,2019-04-22,1,2,257
32392983,Welc-om Tre archi rooms,20717796,Welc-Om,Isole,Cannaregio,45.44472,12.32343,Private room,100,1,13,2019-05-09,5.74,8,316
32393777,Traditional flat 5 minutes from train Station,674749,Riccardo,Isole,Santa Croce,45.44012,12.32605,Entire home/apt,119,2,0,,,4,280
32393904,"Suite Santacroce, 5 min. from Train - San Stae",139627704,Giusy & Fabrizio,Isole,Santa Croce,45.44087,12.32832,Entire home/apt,100,3,4,2019-05-07,2.86,13,180
32394034,DolceVita Apartments N. 432 Biennale,8176475,Eugenia,Isole,Castello,45.43198,12.35329,Entire home/apt,143,2,1,2019-03-17,0.54,37,330
32395920,Residenza Valier 2 bedrooms 2 bathrooms - RIALTO,289615,Valentina,Isole,San Polo,45.43723,12.33219,Entire home/apt,155,2,12,2019-05-05,5.22,76,246
32396047,"Cozy Apartment ""La Tana"" in Campo San Maurizio",669047,Viewsonvenice,Isole,San Marco,45.43241,12.33363,Entire home/apt,304,3,1,2019-04-23,1,68,312
32396710,"1Day in Venice, spacious room RED in Rialto market",239745858,Nicola,Isole,San Polo,45.43916,12.33261,Private room,70,1,13,2019-04-27,5.06,2,340
32396809,Ca' Achille Santa Croce wifi,15112827,Marco,Isole,Santa Croce,45.43945,12.32726,Entire home/apt,80,3,5,2019-04-13,3.57,8,230
32398377,Rooftop Luxury Room with Balcony,243288622,Elisa,Isole,Santa Croce,45.44076,12.33022,Private room,300,1,0,,,1,87
32398905,"""ai miracoli"" strategic apartment",3471848,Devid,Isole,Cannaregio,45.43903,12.33854,Entire home/apt,99,2,6,2019-05-04,2.61,1,87
32401614,…,243306855,Ziting,Terraferma,Piave 1860,45.4865,12.23398,Private room,58,1,0,,,1,0
32403769,Casa Adriana  15 minutes from Venice,243334262,Andrea,Terraferma,Marghera,45.47844,12.21768,Entire home/apt,45,1,13,2019-05-10,5.65,2,33
32404805,S. Marco apartment in heart of Mestre-Venezia,112238829,Marco,Terraferma,San Lorenzo XXV Aprile,45.49372,12.241,Entire home/apt,65,2,2,2019-05-07,2,1,340
32410664,Al Mercà,174418896,Mimax,Isole,San Polo,45.43939,12.33363,Entire home/apt,100,2,9,2019-04-27,3.86,10,181
32413598,international B&B venezia 2,239045362,Kamal,Terraferma,Piave 1860,45.48535,12.23242,Private room,50,1,1,2019-04-27,1,2,252
32413922,Welc-om Cannaregio room,20717796,Welc-Om,Isole,Cannaregio,45.44514,12.32331,Private room,100,1,16,2019-05-03,6.96,8,300
32414368,Welc-om Tre Archi rooms,20717796,Welc-Om,Isole,Cannaregio,45.44637,12.32178,Private room,100,1,8,2019-05-01,3.43,8,323
32414524,Apt. Crystal (200m from Rialto's Bridge),2634978,City Apartments,Isole,Cannaregio,45.44009,12.33684,Entire home/apt,189,2,0,,,109,291
32414647,VILLETTA SINGOLA  INDIPENDENTE CASAROSSOVENEZIANO,210148994,Marta,Terraferma,Ferrarese,45.49366,12.19811,Entire home/apt,150,2,0,,,2,250
32416576,"Apartment Marin, Amazing Canal View",2634978,City Apartments,Isole,Santa Croce,45.43971,12.32428,Entire home/apt,234,2,3,2019-04-23,3,109,284
32417030,Palace Ca' Cavalli Venetian Style,2634978,City Apartments,Isole,San Polo,45.43806,12.3303,Entire home/apt,234,2,0,,,109,279
32417184,Ca' Salicornia - Appartamento x 2 “Passarin”,84543765,Maurizio&Francesca,Isole,Castello,45.4373,12.34066,Entire home/apt,85,2,12,2019-04-28,5.00,11,275
32420114,Bosso Palace Venetian Apartment,5862083,Silvia,Isole,San Polo,45.43825,12.32859,Entire home/apt,142,1,8,2019-04-25,4.07,25,153
32420627,Polpy Apartment near Venice,243334262,Andrea,Terraferma,Marghera,45.47709,12.21807,Entire home/apt,45,1,17,2019-05-09,7.08,2,31
32421932,Sandy Home,243499308,Sandy,Isole,Castello,45.43224,12.35646,Entire home/apt,200,1,0,,,1,344
32423417,Venice Garden House ( Twin Room with Balcony),199728363,Anwarul Islam,Terraferma,Marghera,45.47383,12.22339,Private room,34,1,2,2019-04-17,1.76,3,331
32424979,Doubleroom Venice,243528150,Sabrina,Terraferma,Marghera Catene,45.47757,12.20029,Private room,41,2,0,,,1,3
32430601,Ca' Buranella appartamento 5 posti letto,92665522,Laura,Isole,Santa Croce,45.44103,12.33006,Entire home/apt,100,2,2,2019-04-22,1.76,1,264
32432570,Ca' Dolcetta,243287973,Anora,Isole,Santa Croce,45.43902,12.33013,Private room,65,2,10,2019-05-03,4.29,1,227
32433549,Giudecca Dreaming Apartment,224969988,Mattia,Isole,Giudecca,45.42502,12.32796,Entire home/apt,130,2,4,2019-05-06,1.74,1,326
32438325,Nido,94996640,Nada,Isole,San Marco,45.43194,12.33036,Private room,99,1,0,,,2,222
32443439,A couple of steps from Rialto,6068323,Fabio,Isole,San Polo,45.43861,12.33177,Entire home/apt,74,1,16,2019-05-10,6.23,4,331
32444273,"St. Mark's Square 7 mins walk, CHARMING COURT VIEW",10989537,Monica,Isole,Castello,45.43558,12.34433,Entire home/apt,98,1,12,2019-05-03,5.37,6,219
32455103,Venetian Cannaregio Apartment,243816885,Adelina,Isole,Cannaregio,45.44097,12.34068,Entire home/apt,120,2,7,2019-05-10,3.00,1,122
32455684,La casetta di Maria,15807042,Elena,Isole,Lido,45.41107,12.37178,Entire home/apt,95,3,0,,,1,154
32456377,Welc-om ai Tre Archi Cannaregio,20717796,Welc-Om,Isole,Cannaregio,45.44544,12.32262,Entire home/apt,110,2,3,2019-04-28,1.17,8,306
32457263,San Marco Alloggi Allegri ---- Venice experience,97908044,Luca,Isole,San Marco,45.43735,12.33706,Private room,60,1,0,,,3,139
32457657,"Ca' Gilly, in the heart of Venice! Rooftop!",125530486,Tiziana,Isole,Castello,45.43805,12.34243,Entire home/apt,100,1,6,2019-05-11,3.75,2,240
32458316,MARINA Studio Apartment,4880048,Conte Rosso,Terraferma,Piave 1860,45.48782,12.23787,Entire home/apt,59,2,1,2019-04-17,1,8,268
32462840,Welc-om Cannaregio Guglie,20717796,Welc-Om,Isole,Cannaregio,45.44645,12.3223,Entire home/apt,200,1,0,,,8,290
32463159,Apartment Conte Bernardo,3320671,Nicolo',Isole,San Polo,45.43694,12.33138,Entire home/apt,140,2,7,2019-04-25,2.73,2,336
32463558,RED VELVET: apartment in the very heart of Venice,26831067,Diana,Isole,San Polo,45.43821,12.33106,Entire home/apt,100,3,7,2019-05-08,4.38,1,124
32469316,Jolly apartment venezia 13,191051638,Ashikur,Terraferma,Marghera Catene,45.47961,12.20845,Private room,50,1,1,2019-03-03,0.43,5,283
32469630,Jolly apartment venezia 14,191051638,Ashikur,Terraferma,Marghera Catene,45.48069,12.20973,Private room,45,1,2,2019-03-09,0.86,5,343
32479793,Jolly appartment venezia 15,191051638,Ashikur,Terraferma,Marghera Catene,45.4809,12.2098,Private room,40,1,2,2019-04-22,2,5,234
32482996,Luminoso appartamento nel cuore di Venezia,208611161,Francesca,Isole,Castello,45.43737,12.34716,Entire home/apt,100,3,3,2019-04-25,2.00,2,242
32485147,"Flower Room
Cozy room for 2 people, private toilet",174333358,Antonella,Isole,Santa Croce,45.43993,12.33118,Private room,74,2,14,2019-05-08,6.00,2,91
32485799,"Starlette
Cozy room for 2 people, private toilet",174333358,Antonella,Isole,San Polo,45.43884,12.33268,Private room,74,2,13,2019-05-09,5.82,2,92
32485916,San Marco Apartment - Bread and Tulips,244073921,Olly,Isole,Castello,45.43561,12.34446,Entire home/apt,188,2,2,2019-04-14,1.76,3,347
32486072,Welc.om Cannaregio tre archi room,20717796,Welc-Om,Isole,Cannaregio,45.44691,12.32135,Private room,110,1,3,2019-05-05,3,8,326
32486358,Welc-om Tre Archi room,20717796,Welc-Om,Isole,Cannaregio,45.44531,12.32287,Private room,110,1,4,2019-05-06,3.08,8,307
32488130,Airy Hideaway,13990376,Tommaso,Isole,San Polo,45.43884,12.33412,Entire home/apt,200,2,13,2019-04-26,5.57,2,139
32488312,Canal View Luxury Suite Rialto,50349340,Sebastiano,Isole,San Marco,45.43761,12.33729,Entire home/apt,120,1,22,2019-05-10,8.46,5,113
32489122,♧ One step from Biennale Gardens,243291207,Arianna,Isole,Castello,45.43111,12.35518,Entire home/apt,83,1,0,,,1,254
32489410,DX-Ca'Briani apartment - 150 mt from St.Mark,5395291,Beatrice,Isole,Castello,45.43576,12.34253,Entire home/apt,120,2,0,,,22,181
32504991,Lios Abode,174418896,Mimax,Isole,Castello,45.43768,12.33811,Entire home/apt,85,2,12,2019-04-23,5.45,10,185
32507950,Sweety Mary Apartment,242868135,Francesca,Isole,Giudecca,45.42619,12.32131,Entire home/apt,119,2,6,2019-05-04,4.62,3,218
32508399,Double Room in Family Run Hotel Garibaldi,98393807,Luigi,Terraferma,San Lorenzo XXV Aprile,45.49568,12.24593,Private room,85,1,0,,,3,130
32509726,Venice in l♡ve...two steps from Biennale!,244121116,Michele,Isole,Sant'Elena,45.43069,12.35969,Entire home/apt,79,1,2,2019-04-20,1.76,1,263
32509752,Triple Room in Family Run Hotel Garibaldi,98393807,Luigi,Terraferma,San Lorenzo XXV Aprile,45.49691,12.24434,Private room,105,1,0,,,3,252
32509936,Quadruple Room in Family Run Hotel Garibaldi,98393807,Luigi,Terraferma,San Lorenzo XXV Aprile,45.49734,12.2453,Private room,130,1,0,,,3,222
32510604,Cannaregio Cozy Apt x4! CHARM OF VENICE,96221395,Welcome To Veneto & Friuli!,Isole,Cannaregio,45.44718,12.32912,Entire home/apt,100,2,3,2019-04-26,1.67,10,263
32511130,Residenza Formosa,5618111,EasySuite,Isole,Castello,45.43676,12.34167,Entire home/apt,89,2,5,2019-04-24,2.38,43,334
32514116,SNC1018 MODERN BOUTIQUE APARTMENT,145813573,Nicola,Isole,Santa Croce,45.44075,12.32531,Entire home/apt,130,2,0,,,5,265
32514670,Appartamento Garibaldi,242453782,Luca,Terraferma,Carpenedo,45.50027,12.24703,Private room,50,3,0,,,1,233
32516665,Oasis 2 - Double room with private access,244327543,Massimo,Terraferma,Piave 1860,45.48934,12.2385,Private room,70,2,8,2019-05-04,3.53,2,45
32517476,Sei a Rialto Apartment,228709217,Silvia,Isole,San Polo,45.43674,12.33215,Entire home/apt,130,2,0,,,2,232
32518926,BLUE LAGOON TOWER,14357135,Rent It Venice,Terraferma,Marghera,45.48109,12.22497,Entire home/apt,50,1,2,2019-04-23,0.86,93,132
32519564,COZY APARTMENT NEAR RIALTO BRIDGE/ ST.MARK SQUARE,231775592,Judite,Isole,Cannaregio,45.44216,12.33867,Entire home/apt,109,2,10,2019-05-07,5.56,5,215
32532540,Gio’s House 3beds dorm,241299390,Gioela,Isole,Santa Croce,45.44083,12.32355,Shared room,129,1,2,2019-04-16,2,3,358
32534435,Room1@WelcomeLAGOVenezia,8742378,Paolo,Isole,Castello,45.43475,12.34563,Private room,100,2,2,2019-05-06,2,4,64
32534905,"Bellezza, comodità e funzionalità alla Giudecca",42382071,Susanna,Isole,Giudecca,45.42537,12.32813,Entire home/apt,130,3,0,,,1,342
32535036,Room2@WelcomeLAGOVenezia,8742378,Paolo,Isole,Castello,45.43526,12.34576,Private room,90,2,1,2019-04-22,1,4,59
32537957,"The Zen House, relax and privacy for 2 in Venice!",6798407,Monica,Isole,Cannaregio,45.44006,12.3394,Entire home/apt,85,2,4,2019-05-07,2.55,4,168
32543395,Appartamento con splendida vista su mare e laguna,238303003,Elisabetta,Isole,Lido,45.39771,12.3582,Entire home/apt,90,2,7,2019-05-09,3.00,1,63
32543399,Modern sea view apartment,244545295,Fiorella,Isole,Lido,45.39783,12.3588,Entire home/apt,270,15,0,,,1,116
32560272,Piccolo lord,224805962,Elisabetta,Isole,Cannaregio,45.44251,12.33392,Entire home/apt,65,2,0,,,2,289
32562369,Private room close to Piazzale Roma in Venice,154692026,Olga,Terraferma,Villaggio San Marco,45.48036,12.26378,Private room,30,2,12,2019-05-06,8.57,1,195
32566300,Super Central Loft,244731682,Margherita,Isole,San Marco,45.43359,12.33106,Entire home/apt,169,2,11,2019-05-10,6.35,1,183
32569150,Sweet Dream Apartment NEAR TRAIN STATION,244753793,Ana,Terraferma,Piave 1860,45.48574,12.23347,Entire home/apt,99,1,30,2019-05-08,12.33,1,253
32569346,Ca’ del Moro,10332045,Elisabetta,Terraferma,Bissuola,45.49984,12.25347,Entire home/apt,50,2,2,2019-05-06,2,2,143
32569716,Feel the real atmosphere of Venice,166741307,Martin,Isole,Cannaregio,45.44446,12.32244,Entire home/apt,180,2,2,2019-05-10,2,1,246
32570517,sx- Ca'Briani apartment behind st mark square,5395291,Beatrice,Isole,Castello,45.43654,12.34126,Entire home/apt,107,3,0,,,22,319
32573515,CASA FIORI 2 - Room with balcony overlooking canal,20301471,Casa,Isole,Cannaregio,45.44183,12.33318,Private room,200,1,1,2019-04-14,1,3,362
32573828,CASA FIORI 3 - Private Twin Room,20301471,Casa,Isole,Cannaregio,45.44145,12.33343,Private room,200,1,0,,,3,331
32581614,WALKING DISTANCE FROM THE TRAIN STATION,244865064,Andrea,Isole,Cannaregio,45.44321,12.32423,Entire home/apt,70,2,8,2019-05-07,3.43,2,294
32583761,Relax in this Cozy and Glam Apartment,2989083,Andrea,Terraferma,Piave 1860,45.48585,12.24251,Entire home/apt,65,1,6,2019-05-09,3.21,3,309
32584529,Appartamento moderno e parcheggio nelle vicinanze,1779475,Elisa,Terraferma,San Lorenzo XXV Aprile,45.49141,12.22749,Entire home/apt,76,1,25,2019-05-06,13.16,2,264
32588101,Modern Venice Holiday House,145453587,Tiziana,Isole,Cannaregio,45.44482,12.32803,Entire home/apt,101,2,0,,,3,285
32588597,Cá Berlotta,244857385,Lucia,Isole,Cannaregio,45.44125,12.34015,Entire home/apt,86,2,11,2019-05-06,6.73,1,59
32590306,giardini biennale,63858867,Massimo,Isole,Castello,45.43013,12.35528,Entire home/apt,120,2,0,,,3,141
32591268,Rio di San Barnaba Flat in Dorsoduro,21027135,Elena,Isole,Dorsoduro,45.43271,12.32157,Entire home/apt,120,1,15,2019-05-10,6.43,2,269
32597156,Venice Lagoon's Jewel -heart of Venice-,225210371,Lagoon's,Isole,Castello,45.43842,12.34566,Entire home/apt,85,2,0,,,1,74
32598077,"Venezia, Vaporetto & Connection to all",6620102,Emanuele,Isole,Santa Croce,45.43767,12.31911,Entire home/apt,90,3,10,2019-05-09,4.35,8,246
32598853,Superior Double Room in the heart of Venice,98284086,Davide,Isole,San Marco,45.43596,12.33645,Private room,110,2,1,2019-04-04,0.79,4,0
32600500,Vogue apartment,245049135,Jacopo,Isole,San Polo,45.43705,12.33045,Entire home/apt,100,2,4,2019-04-22,1.74,1,221
32601220,Ca' Widmann,245056351,Ariella,Isole,Cannaregio,45.44021,12.34046,Entire home/apt,100,2,2,2019-04-15,1.43,1,363
32604389,Murano - La casa di Moira,4496256,Annamaria,Isole,Murano,45.45293,12.35078,Entire home/apt,92,2,3,2019-04-27,2.50,11,331
32604532,Ca San Felice,245089118,Ca',Isole,Cannaregio,45.44224,12.3332,Entire home/apt,130,3,0,,,1,56
32606418,La Casa di Silvia e Nicola. CANAL VIEW!,245108256,Nicola,Isole,Cannaregio,45.44312,12.33635,Entire home/apt,150,2,4,2019-04-07,2.22,1,84
32606893,Romantic Lagoon - with Family & Friends,29706566,Margherita & Valentina,Isole,Cannaregio,45.44066,12.34012,Entire home/apt,240,2,0,,,8,314
32607990,Il gioiellino di Rialto,53962979,Perla Blu S.R.L.,Isole,Santa Croce,45.44039,12.33174,Entire home/apt,74,2,9,2019-05-08,7.94,3,319
32609423,Home with canal view,4791745,Matteo,Isole,Cannaregio,45.44495,12.3245,Entire home/apt,90,3,0,,,3,85
32622379,Apartment Mozart (200m from Rialto's Bridge),2634978,City Apartments,Isole,San Polo,45.43834,12.33416,Entire home/apt,455,3,0,,,109,290
32622748,Cozy Room Palazzo on the Grand Canal,206353503,Art Foundation - Support Program,Isole,San Marco,45.43542,12.33222,Private room,98,2,0,,,2,138
32625956,Deluxe Double Room,48963744,Davide,Isole,Santa Croce,45.43869,12.33049,Private room,80,2,0,,,2,290
32631103,"Venice ""Casa Eva""",13027859,Diego,Isole,Cannaregio,45.44585,12.32298,Entire home/apt,200,2,0,,,26,352
32631728,Floating on the canals ✧ Central Venetian Apt,244543928,Chicca,Isole,Castello,45.43744,12.34691,Entire home/apt,73,1,1,2019-04-08,0.88,1,263
32632257,Noblesse Oblige ✧ 1300 House on the Canals,244741071,Giacinta,Isole,Castello,45.4371,12.34148,Entire home/apt,155,2,0,,,1,231
32632414,ART Biennale,245336217,Boutique,Isole,Castello,45.43314,12.35327,Entire home/apt,69,2,2,2019-04-21,2,1,193
32636727,"SAN MARCO NEXT TERRACE private pano-view, aircond",153954052,Annalisa,Isole,Castello,45.43492,12.3477,Entire home/apt,85,2,2,2019-04-13,1.76,10,290
32638713,Your fairytale in Venice - Gold Room,1408761,Chiara,Isole,San Polo,45.43767,12.3307,Private room,70,3,2,2019-03-25,0.87,6,30
32647999,Your fairytale in Venice - Silver Room,1408761,Chiara,Isole,San Polo,45.43718,12.33031,Private room,70,3,0,,,6,26
32649655,Tesori di Celestia,669047,Viewsonvenice,Isole,Castello,45.43704,12.34916,Entire home/apt,470,4,1,2019-04-21,1,68,155
32652998,Venice Boat Caicco Akos,180640178,Matteo,Isole,Giudecca,45.42378,12.32887,Private room,550,1,0,,,4,279
32656922,Ca' Corte Nova,10988715,Andrea,Isole,Cannaregio,45.44192,12.33857,Entire home/apt,200,3,7,2019-04-26,3.13,11,184
32657522,Your fairytale in Venice,1408761,Chiara,Isole,San Polo,45.43855,12.33062,Entire home/apt,130,3,9,2019-05-06,4.82,6,235
32658125,Carlotta House -  central and cozy apartment,245552544,Eleonora,Terraferma,Carpenedo,45.50019,12.24621,Entire home/apt,99,2,3,2019-04-24,3,1,131
32659273,Luxury Studio Apartment,245561487,Nicholas,Isole,Dorsoduro,45.43049,12.33023,Entire home/apt,118,2,1,2019-05-07,1,6,342
32660248,Venice Apartments San Marco,232895059,Emilio,Isole,Castello,45.43608,12.34627,Entire home/apt,190,2,0,,,1,341
